norm,KBNC_1m_Count
Using,17
breeding,6
obedient,8
1234,7
abandoned,15
Kiah,77
friendship,20
victory,11
moral,6
till,164
Stung,1
rise,22
sports,25
separate,18
banana,12
souvenir,2
conversing,1
drills,3
glad,112
Not,425
fits,9
wedding,21
unsure,6
pool,65
bellowing,3
Aristotle,1
inspection,3
positive,9
Only,124
curly,12
braided,2
slept,53
resigned,6
gently,104
supper,56
Catherine-wheel,2
accusing,3
three,451
Ouija,3
Henrietta,2
Fig,25
posed,3
walks,9
melts,2
hovering,10
monkey,18
antics,2
indicated,10
French,28
foal,16
Hardbroom,67
gyrations,1
eyelids,13
Silber,28
Kelpie,15
base,56
anorak,32
arranged,42
saccharine,1
Gabriel,127
polite,30
jaws,7
bales,3
animated,1
Touchée,1
RABBIT,1
trifle,6
Master,34
playing,103
swinging,23
Exactly,11
peat,3
Herman,12
fete,7
Choose,6
pillow,26
uneasy,18
calendar,11
Coming,14
anger,54
awake,32
waist,31
means,99
breathlessly,12
personality,6
political,7
snooze,1
Waiter,36
intensified,3
wine,75
hunched,18
estate,41
plan,100
Hambury,12
Which,57
opposition,10
session,10
worked,97
spite,35
G.P.O.,1
sanity,3
condensed,3
credits,3
study,41
Weakling,1
ambushed,2
private,39
fault,69
summer,67
frogs,50
kitty,1
cathedral,3
yackin',1
Lady,49
red-hot,4
meant,151
sugar,52
darkness,87
wry,6
council,5
goin',32
May,50
message,63
explained,94
Gnome,12
lowered,34
magician,32
forced,46
Thinking,23
apples,38
died,105
potato,17
confusing,7
Headmaster,143
Point,9
clicks,3
Hunks,1
bigger,69
driving,52
Grenada,3
polished,32
list,48
lines,87
bowled,3
meals,19
patches,6
add,53
Alice,148
devilry,1
material,23
scheming,4
harridan,3
'T,11
education,8
watches,7
noisy,16
unfriendly,3
glasses,59
corner,156
guts,10
colour,80
raptures,1
shooting,30
Health,3
page,66
horned,5
echo,7
locked,68
spent,82
Will,117
raised,119
aside,52
grove,1
margarine,9
crunched-up,1
punishments,7
Odhar,72
well,577
newspapers,12
fly,61
fades,1
traveller,18
dangerous-looking,1
cost,34
despicable,1
gazed,59
sunlit,3
pocket,130
Needless,2
row,77
feeding,21
jacket,43
seaside,7
stretched,63
army,27
3,171
Elizabeth,119
Pick,7
uncanny,5
People,84
crashing,17
stayed,81
length,84
WHAT,10
down',1
booked,6
hardening,1
pet,38
sorted,6
Nor,24
fumbling,5
minute,155
happy,150
goodness,32
wished,70
thief,23
Barmaid,2
terrifically,3
mood,44
Major,13
walls,121
responsibilities,4
river,69
Dad,311
concentrated,15
tears,113
condition,14
step,69
points,50
watch,174
hoisted,8
inched,8
parents,116
Queer,2
Someone,41
Low,3
truly,21
lazy,16
Frolic,7
cutlery,5
bought,45
Parents,12
learned,40
meal,58
Days,5
flesh,42
chest,62
passage,43
jewelled,4
theatre,19
float,10
Riverbank,31
bushes,36
merely,30
animal,54
feeding-place,6
causing,10
married,50
uncle,35
Air-borne,1
worker,8
hare,16
calling,53
unexpectedly,6
Everybody,21
AMPUTATION,3
Boys,4
free,140
rock-hard,1
toothy,1
labourers,1
weather,56
Maiden,14
Glen,8
miserably,10
Jeez,6
Shrub,27
government,5
path,128
tusks,4
liar,14
recce,1
discipline,3
switches,4
hoping,46
bothers,2
greater,15
pyjamas,15
confidently,7
mockery,6
shyly,17
solid,29
table,382
Overhead,4
truck,34
socks,34
patient,20
Fred,34
interests,12
thee,82
Range,3
Nobody,85
Floss,5
spiritual,13
Columbus,17
snatched,24
Farmer,38
beetroot,3
mermaids,7
Tidy,2
van,51
MacIan,2
escorted,5
alarmed,12
slightly,74
blackamoor,10
eight-to,1
rehearsing,6
shone,36
roof,54
Jin,8
board,59
job,109
bash,1
mend,13
approached,27
Voukashan,9
Plot,8
punk,2
Sitting,19
terrible,102
recognised,13
ready,164
king,72
jump,60
assist,2
Emma,7
grumbled,16
six,107
shelf,56
fraction,58
belch,4
joy,46
chairs,42
beams,16
shame,22
bullseye,2
Firelight,48
beneath,51
walling,2
teach,55
Victorian,5
mound,25
bundle,12
Find,84
laughter,56
Shakespeare,102
personally,11
special,118
fantasies,4
frozen,19
moved,213
Glumdalclitch,18
sewer,3
features,19
praising,2
manager,23
Remind,2
formidable,10
torches,3
peel,3
seven,77
nice,228
computer,25
shortly,16
Very,103
bent,65
cuboid,13
Up,34
5cms,1
c-c-c,1
perk,1
sixteen,16
gates,37
cheer,25
everyone,178
direction,86
barrel,13
third,62
pepper,24
party,89
smoothed,9
Constructing,1
hostage,4
staggered,19
cloud,48
correctly,14
patch,32
liners,3
ape,4
taller,21
daughter,89
island,44
width,13
prodding,3
nutty,5
tank,16
Rabbits,4
outspoken,2
metre,20
heaped,6
stairs,83
poorer,3
queer,39
Hngh,3
evidence,30
shocked,37
stagnant,2
doubly,2
By,94
paced,4
scrolled,1
workshop,23
scowled,13
cheap,14
burning,60
×,12
relief,54
dish,41
bitterly,21
heir,25
funny,72
Unification,6
sum,23
helpless,21
smile,164
doubt,65
swift,12
dammee,2
erect,3
unpleasant,22
male,12
Stanley,72
darted,25
sq,1
maggots,1
cokes,1
within,47
hopped,16
sharpish,2
Gary,75
careful,78
chance,149
celebrates,1
bones,38
yelping,2
smouldering,5
nasty,42
Richards,3
dreams,31
conspicuously,1
working-class,2
tucked,25
awaiting,10
Jenny,57
likely,64
programme,10
pots,21
Owl,117
soak,6
hay,49
recent,12
greenish,1
music,78
crouched,31
however,78
hedgehogs,12
protective,7
doll,25
Secret,7
shoulder,118
sleeping,44
gloom,22
Tom,441
brain,57
subject,24
O.K.,17
thimbleful,1
veiled,3
Ginnie,42
pelican,1
Week,2
handkerchief,32
spoonful,1
Brownies,221
TV,32
gustily,2
talons,2
feels,19
trusted,16
Looks,16
BOX,4
Hands,5
Wow,10
shiny,28
9:37–38,1
queen,14
Clinton,23
Dirty,1
fitting,6
vampires,2
main,77
bowl,54
Grandson,47
joined,68
injection,8
Took,5
Forest,13
oats,9
Ten,22
finally,61
nor,64
late,142
strangers,20
observed,14
mysterious,29
maniacs,1
ward,21
stick,71
rang,36
landed,44
allowed,90
chased,20
vigorously,9
Martins,1
sort,213
W,9
normally,19
Rock,17
models,3
harm,53
revolted,1
apart,71
whom,39
Compass,3
aware,56
Operate,1
Brownie,201
vexation,2
DMP,2
join,85
parrot,20
excitement,48
personal,13
G,12
despondently,3
defend,9
rounds,4
leather,57
Prince,6
forgive,23
seventeen,3
lucky,65
Trunchbull,190
True,9
evenings,21
jest,19
cakes,31
Hall,35
Free,21
melt,14
performer,3
Unfortunately,15
mental,15
senses,10
Ebenezer,5
eager,32
175g,2
SINGING,1
wide,104
Never,98
Eh,29
delicately,10
predictability,1
build,29
plot,9
hatred,39
airing,3
boredom,5
sticks,36
Waterloo,1
worry,95
avenue,12
tin,37
kills,1
snow,62
alphabet,10
ell,1
Sambo,7
stare,33
cooler,2
pockets,27
refused,43
Gutter,2
language,29
Stop,61
Hold,17
Murder,1
Pretty,6
released,13
BROWNIE,21
streets,32
become,98
television,79
period,6
closeness,3
Everyone,73
hell,31
family,182
Jimmy,14
sneeze,5
tongue,41
bake,11
string,45
Steve,39
presumably,10
joining,19
paused,89
worsening,2
tormenting,3
talk,244
houses,71
Führer,1
ye,5
km/h,3
OW,2
5,95
Name,11
Hare-woman,29
relentless,3
nome,45
slotting,1
spot,58
rolled,71
grown-ups,18
Store,55
customs,6
250g,3
OWN,1
thumbs,11
enter,14
siege,9
appearing,8
jobs,28
early,87
playful,5
SAM,1
remarked,28
grave,24
struck,49
Still,61
shoving,6
blinding,6
heaven,35
juvenile,2
ud,5
twigs,17
winner,17
chamber-pot,3
School,26
relieved,31
desire,17
perching,2
premises,1
NON-CHRISTIANS,1
whiteness,5
entered,46
bedside,14
eying,1
Wood,41
holidays,23
dumpy,7
Hard,7
Motherland,2
prospective,1
peculiar,40
While,42
Smoke,4
travelled,33
uncomfortably,8
thud,8
singed,2
blade,18
eaves,2
marks,30
wild,79
myself,116
grown,49
surface,73
Ent,10
wafers,1
OMF,1
turning,129
hers,44
Teacher,16
Heather,33
lived,156
Economics,1
Eagle,4
constantly,7
fetters,2
prison,32
cry,87
Mistress,2
Brenda,44
track,71
thigh,9
slumber,2
taught,46
Disappointed,3
clover,6
ill,90
ninth,2
poured,35
Italy,5
sighed,91
unconditionally,1
sign,92
thrust,30
nestling,4
deadly,13
Really,41
question,139
Until,20
petals,13
pantry,2
Court,6
suspiciously,22
wart,4
dust,41
useless,24
shell,14
Sorrows,1
newly,13
Commander,63
longer,116
chopped,14
arriving,9
Nicholson,25
Bridhe,61
tractor-shed,7
control,59
ones,114
Bills,2
loyal,2
sitting,247
remember,219
m,18
Bacon,4
term,23
Sixteen,2
sacking,2
Romans,16
b,62
awful,67
gathering,34
furred,3
scientist,6
Sunday,46
Ranald,56
trust,45
dry,83
inn,8
fields,64
tossed,19
irritable,6
crew,14
Virginia,37
Bermuda,3
bike,70
display,25
book,182
fighting,52
Warden,9
illness,12
mounting,11
steal,20
culottes,2
grease,7
disastrous,8
certain,86
jolly,24
BREAKFAST,1
shadows,27
muttered,83
Ginger,2
attacked,16
nervous,56
shred,2
nutter,6
difference,62
skinny,21
reconcile,2
arisen,1
spark,6
players,12
Arnold,22
owe,11
rabbits,5
backing,5
serious,48
Great,43
smelly,7
Henley,1
rafter,1
tulips,2
Keith,86
demon,6
Kane,1
onwards,2
Riding,8
grape-nuts,1
struggle,18
tight,62
tha,8
burned,30
cleaned,7
darkening,3
learn,112
Curse,4
marred,1
imperious,3
Set,21
aloud,31
Beyond,12
Grotewohlstrasse,1
OPEN,3
stolen,30
rose-pink,1
Real,8
yours,47
tumbling,8
bonds,2
mice,32
Rodge,1
sweating,11
yard,105
areas,12
managing,4
built,66
aims,5
foe,3
unforgiving,1
mainly,7
gon,14
orchard,19
Street,46
ventured,10
easily,56
estate-car,5
privately,10
Coel,1
More,43
coal,13
thoughtfully,33
brightly,23
marry,27
relented,3
worms,9
clever,49
Lying,4
Mr.,43
Lynde,14
Argyll,19
wrenched,6
epileptic,1
March,29
Weed,1
distant,40
sideways,41
penny,14
lost,161
adored,3
doggedly,4
$2.80,1
Testament,3
final,27
orange,39
lane,70
tragedy,3
wire,69
fantastic,11
spiral,5
tides,1
Granny,29
medals,22
Gables,14
baths,19
prefered,1
rapier,1
Glories,11
Headmistress,48
Catholic,4
Paris,7
clutched,22
cheese,49
Looking,29
beginning,91
Hosanna,40
grabbed,67
resulting,1
Friday,38
handful,23
earmarked,2
Fire,18
draught,6
tepid,1
Crangle,56
flour,27
bottle,88
primary,1
brimstone,1
Resting,2
flick,10
Nettie,3
shoulders,104
leap,22
harder,38
mist,20
code,13
enjoy,55
inflated,1
tensed,7
exclaimed,68
thinner,7
uninterrupted,2
Martin,18
sword,23
Gibbet,8
bellowed,23
trailing,8
cupboard,47
Cut,30
looseboxes,1
race,12
casting,9
pearly,1
screen,43
bits,77
Surfaces,1
result,25
return,60
drifting,12
bulbs,10
stonechuckled,1
coin,13
peered,70
recall,15
triumphant,12
snapped,91
madly,6
fall,87
story,119
fowls,1
shoddy,1
Twice,6
Vasilissa,25
wise,33
Lofthouse,7
spun,16
Worse,10
alarm,26
poisonous,7
perfection,6
decent,18
slide,18
badger,7
Montego,3
Behind,20
complain,18
CARD,4
spinach,1
chicken,21
scar,5
glared,37
ruin,5
svats,8
Hang,19
Romeo,3
Hallow,5
Lomax,41
measure,29
chimney,10
launched,16
toes,24
hesitate,9
fools,6
molestation,1
Anna,61
tickling,6
activities,26
rope,68
"6,3",1
sad,53
Eve,15
deer,17
stepped,82
breaking,28
stooping,3
expect,110
shifted,20
denying,3
dyed,12
shut,146
ghost,56
RE,3
Gemsbok,1
snake,9
screeching,5
bravely,9
decide,22
Ask,34
Sorry,43
grey-haired,1
130,2
unwary,2
overwork,1
attendant,2
invited,31
degrees,9
tobogganing,1
corridor,83
Daffy,2
backs,23
newspaper,38
finality,2
Such,19
conventional,2
expressions,15
Cups,2
Glory,60
speeds,3
surge,8
stunned,20
Seb,62
saints,13
frowned,36
football,13
bride,13
divide,14
keeps,23
Carry,3
uncomfortable,25
liked,144
full,214
particular,26
altogether,38
slices,23
BORVEL,4
Fractor,28
peaceful,16
Make,63
explored,11
cops,5
loop,15
player,17
death,75
tape,14
Damnation,16
visitors,28
viciously,7
wiggly,4
Especially,8
clipped,11
continued,103
multicoloured,1
design,8
shouts,14
sensed,19
dogs,55
Ho,77
screens,3
inspiration,9
Notes,2
twisted,30
becomes,12
Somehow,17
morbid,3
arrival,24
bunk,3
fuss,26
Smash,2
jagged,5
humans,123
dread,4
lemonade,13
gigantic,22
business,92
acutely,3
untidy,10
biscuit,14
lifted,105
bounce,4
Rose,187
reward,9
drifted,25
unable,33
Agent,1
sun,156
lasts,2
finish,39
Millie,1
Lilliputian,3
Awful,2
Eric,18
prevent,11
piled,18
vexed,3
buried,37
usually,83
Substitution,1
shrieked,16
beatings,3
Hans,26
puddles,5
fires,25
Horizontal,2
confident,18
wider,6
Joy,30
jumped,124
wherever,20
frightened,104
stiffness,1
admire,11
unfold,2
returned,91
sufficient,5
discover,18
suffering,18
Leave,45
tolled,3
distract,5
outstretched,15
cows,27
bid,11
alive,63
spare,35
Polly,23
somethin',5
barrow,20
Terrified,3
⅓,9
chess,11
dared,35
resented,3
sixth,8
written,59
Sergeant,93
struggling,30
somewhere,127
depending,5
calculation,5
plunge,3
devil,27
curt,3
scraped,15
mopping,3
wretched,8
zoo,9
locks,5
black-souled,1
Went,6
tablecloth,6
pointing,62
tinker,1
Done,7
costume,7
Am,18
medicine,16
match,35
STARS,1
far-off,2
prattled,1
discovered,64
Loopy,39
Much,19
patience,10
temper,26
bridge,43
marched,25
advertising,4
Tock,53
slanting,3
First,44
Barrier,2
jersey,23
Samson,34
situations,5
abashed,1
based,10
boxes,40
=,58
tigers,5
Richard,63
Last,38
IB4E,25
plaintively,1
gloomy,13
footing,5
Plenty,7
instead,107
Him,10
Dhia,32
dragged,43
rains,2
metres,78
article,5
strode,26
Method,9
eat,159
blew,40
recognize,17
seize,3
Hen-house,1
pence,10
visibly,8
avoided,15
column,7
Halfway,2
swan,41
crevice,3
foyer,3
banging,26
introduce,5
field,115
diagnosed,1
5cm,10
Inside,22
helmet,47
meandering,1
Go,145
cast,26
good-natured,5
marsh,27
howled,11
Fascism,6
Some,148
realized,87
fist,25
havoc,5
forcing,12
boomed,13
kiosk,43
spongy,2
coupons,7
cupressus,2
Juliet,3
carthorse,1
heels,25
spelt,6
swollen,21
blanket,49
signpost,18
Jos,113
overdoing,3
candy,1
Macleans,27
tadpole,1
18÷3,1
chalk,26
stockings,24
varnished,1
runs,15
snowy,4
spoke,175
hurt,151
dragging,20
Park,32
separated,12
occasions,15
chapel,13
migrate,4
shops,29
wheel,72
moon,45
brilliant,41
Easter,10
scenes,5
Knights,1
risk,33
organ,10
Hepzibah,161
Better,28
Been,5
closer,67
'ud,12
meeting,72
lambs,14
dew,6
washer,2
faced,19
kids,28
thousand,55
escape,86
Fletcher,25
Witnessing,7
cottages,13
slug,5
10,65
century,4
DEATH,4
Office,23
porter,20
begged,14
Awards,1
scores,5
tweetment,1
Ethel,71
Mind,28
law,31
condemnation,1
amazing,37
Yet,24
whirling,5
thicker,8
expounded,2
creature,84
mud,51
pace,22
humbugging,4
CHRISTMAS,5
hissed,42
hammering,7
Hurry,23
pricked,8
thriller,2
croaked,16
imitation,10
clung,22
happen,134
mat,11
catches,7
thirds,2
worlds,7
upright,25
See,85
given,172
slaves,37
lawn,24
Slowly,34
Repairs,1
horrible-looking,1
Wo,23
Having,24
delusion,2
bland,3
potpourri,1
touched,82
afresh,3
broken,111
sweets,34
card,52
matt,1
Companies,2
misfortune,2
accused,10
stuck,108
Grange,3
worried,92
Keep,47
briefly,21
Must,20
Ulrike,1
thrice,1
painful,17
tray,59
axed,1
Darling,4
Reluctantly,9
crowds,21
squeaked,13
frog,79
film,42
Shut,39
Had,35
sobs,9
Lout,16
pillion,1
mess,36
Zacharias,4
heat,38
disgusting,19
lain,5
drizzle,7
Tommy,9
stingy,1
hesitated,64
hotly,5
Earl,18
loathed,4
folk,51
D,14
CHAPTER,20
Blunset,15
pinched,15
charm,14
mild,11
suck,7
mouse,40
comfortable,36
quick,72
definite,13
impetuous,1
4½,2
blinked,39
Zadak,58
0000,1
breakfast,68
mountains,19
jewellery,8
overheat,1
blame,22
harmful,6
relevant,4
magnificent,12
assured,11
11,30
Truck,6
impatience,9
print,4
fingered,5
tool,3
switched,42
knot,25
terminal,3
Applewick,7
loser,7
fellow,25
densely,2
sport,14
IVAN,5
mankind,1
longed,28
Suddenly,118
guiders,1
related,11
terms,22
Kenneth,16
exist,15
handle,58
shirking,1
pram,13
liberal,3
stormed,6
blocked,12
4oz,7
patterns,17
bailiff,1
ladders,9
awe,2
tankard,9
terrorists,19
Mcduff,26
Lettice,1
wrung,4
furious,29
lawns,9
Gummy,1
wail,5
whimpering,3
hypnotic,3
popcorn,4
springy,4
double-edged,1
letters,107
Empire,2
rat,13
Hatter,15
Say,26
milk-brother,1
Please,96
olives,3
Bed-fast,1
turtle,19
touching,23
Blefuscu,24
borrow,12
months,76
14th,1
pile,40
blankets,17
realised,41
warmth,23
extinct,2
urging,1
coldness,7
ocean,13
motor-bike,12
Sir,42
mark,37
articles,3
via,1
HUMOUR,1
unreal,5
top-class,1
hearts,10
coopers,4
Scarcely,1
wriggling,10
surprisingly,11
lined,31
danced,25
load,24
questions,112
10cm,9
obviously,37
note,52
collected,25
Whatsername,1
Train,4
skip,9
visited,29
emerging,5
Turtle,6
lighthouse,6
Reptiles,1
acting,22
'Th,1
support,39
apprentice,5
shakes,4
belied,2
scare,16
cheats,1
screwed,27
oblivion,1
flamin',3
arrivals,3
Guides,42
require,3
cells,6
YOU,32
effort,63
afore,16
Swan,44
fur,34
skills,14
Y/N,9
meaning,27
Meg,11
dreaming,13
honour,28
shinned,2
rapt,4
relationship,7
x,58
perch,8
airs,4
chores,4
waved,58
tells,34
clocks,6
experts,6
society,6
dresser,8
refuge,3
drown,14
making,250
scrubbed,5
spends,6
shed,85
Luch,100
worse,103
produced,16
Katie,1
alarmingly,2
roadway,3
lovin',1
panting,19
pill-boxes,6
goblin,14
Philippines,1
Nomes,8
shape,90
exploring,13
busier,1
ent,46
reeds,17
Miracle,3
purpose,24
greedy,6
denies,2
whistled,12
sculptures,4
throw,55
hurtle,3
appreciate,7
tugging,15
rain,108
pipe,36
passengers,8
cabin,19
Years,8
accompanied,13
adult,16
replaced,14
dusty,21
charge,44
results,13
terrified,38
similar,27
stamina,2
Community,6
peeping,5
dartboard,1
Moon,25
applause,6
candles,19
gutter,4
distance,95
speeding,7
Trusty,11
glanced,116
changed,101
mounted,14
gripped,25
flannel,6
accident,58
Minpin,13
rumble,8
ridge,18
angrily,52
tartans,1
elm,1
sake,38
Guess,2
spectacle,3
terror,27
Complete,8
among,75
dripped,7
Smiths,8
wooded,5
Sammy,71
teasing,16
Hill,35
Aluinn,21
friendly,58
boarded,4
Somewhere,15
uncertain,10
chewed,12
satisfactory,3
lunch,51
serve,16
gluing,3
Fifteen,2
travelling,25
ease,30
Uh,22
presence,27
condescendingly,1
bare,55
cannibal,1
calve,1
narrow,66
homeland,3
gun,92
dyes,4
critical,3
vibrations,3
fatigue,8
shrugging,3
shaved,4
yellow,98
100g,5
dark-haired,7
PA,6
farthing,4
glance,54
Marilla,84
stormy,3
sounding,25
sulking,3
enhance,1
stink-bomb,3
spectacles,17
beaten,18
faceless,6
Jill,25
winning,21
adventurous,9
raining,14
Campbells,18
ringing,16
from.,1
collect,19
ozone,2
Total,2
mummy,28
Rambo,1
red-bearded,1
palms,7
truths,2
multiple,4
Lifting,2
Blast,8
hens,41
damned,13
patronize,2
water-whistle,1
hangdog,1
unattainable,1
Knew,2
secure,12
dirty,50
camel,2
Lucy,17
seized,24
tune,16
sweetly,9
foolish,20
size,64
bombing,3
spiders,9
pier,10
scarlet-faced,1
sisters,22
'S,36
grooms,1
hass,1
Draw,33
confidence,28
presented,15
spellbound,4
silver,97
wedlock,1
Harvest,1
disaster,18
Naughty,2
croaking,8
Superglue,7
Hey,26
behold,2
tone,56
covered,114
kicks,4
thirty-five,2
fury,25
rickety,8
soup,33
linear,1
Often,10
lino,8
Merry,2
deliberately,17
eggs,115
flowed,10
Thanking,2
SW1W,2
afternoon,131
bold,15
cries,17
enquired,10
growling,5
moustache,9
Feel,6
solemnly,9
Six,35
sprang,15
group,89
reared,12
Yanek,18
caked,2
yacketing,1
Begwith,1
Seeing,19
damp,51
block,24
rumours,7
duly,7
strongly,13
Honestly,12
potatoes,41
hibernation,1
jumping,42
Water,19
stitches,25
placed,77
entrance,46
onion,14
attached,15
Honest,9
Strange,6
comb,11
skipped,11
Sebastian,26
reversing,1
share,52
prospect,12
bruises,10
recorded,5
sick,93
responsible,21
weave,3
anecdote,1
rowed,10
revealed,13
test,24
electric,15
Weird,3
depressed,16
climbing,46
drew,70
students,32
examination,4
Harker,115
fixing,14
shuddering,6
closing,25
museum,6
barks,1
stiff,34
Till,10
sailing,29
acid,7
Yaga,20
living-room,25
Send,4
insisted,38
bleary,2
doubted,7
announcement,3
WORM,1
Giving,4
glaring,8
Change,14
living,95
tiniest,2
FLUSH,1
risky,10
gloves,18
effective,2
Remove,3
chrysanthemums,1
axis,12
sombre,4
vast,28
d-o-g,1
bottles,28
fractions,40
twopence,3
vaguely,17
practical,14
ideals,2
films,15
magpies,2
tree-trunk,2
nicely,12
James,43
Fanmore,1
Told,5
division,15
mountain,73
Sit,31
Alaska,2
vertically,4
Unite,1
unexpected,26
axe,18
Hortensia,30
starve,9
glowered,7
ticket,18
fled,19
Always,29
liking,13
hood,9
genuine,8
protects,1
},4
nest,41
swooping,7
hanky,10
rare,21
Canal,2
hostility,8
revenge,14
Gradually,12
batches,1
click,9
Motto,7
pouch,3
Bang,3
swimming,100
Stay,19
horizontal,14
brainy,6
nursed,3
Beast,7
posters,10
flattering,1
stalls,10
lying,144
bulky,4
assembly,19
pushing,59
surrendered,3
slid,69
Both,26
tunes,4
tearing,15
biscuits,28
Kid,1
Young,30
writes,2
detach,1
poem,11
Next,61
diary,9
About,45
Sharon,2
cartridges,7
punished,15
reassuringly,7
[,8
Burst,2
Unicorns,1
drift,8
bullets,5
Cottage,20
feast,12
clan,49
Anyway,75
planned,22
Devonshire,3
stirring,9
Prentice,25
mathematics,16
reduced,5
miles,87
winds,9
itch,5
umbrage,1
pencils,11
Mayor,47
scales,9
necks,9
Thacker,46
Neither,22
half-open,3
beads,20
Mutton,13
urgency,5
anguished,6
summit,1
leaving,115
copied,3
aide,2
toyed,3
Hartridge,13
district,10
interrupting,6
painted,42
descended,5
contact,26
lifting,18
Hank,29
lad,93
spots,19
wars,5
sandwich,17
impatiently,23
Osfrt,2
squarish,1
shuffling,7
aeroplane,14
Sakata,35
Harch-a,1
supermarket,8
Sylvia,15
bus-stop,8
Mine,17
vision,14
village,133
mum,30
drawn,63
Carefully,3
mid-launch,1
flake,2
trail,12
odd,73
gasp,18
impressed,16
successful,26
Gulf,1
Shall,36
