norm,KBNC_1m_Count
quietly,127
sick,99
based,11
dade,5
sort,219
loving,23
thoughtfully,30
dem,1
badger,18
charlie,12
bounced,19
aye,80
simmons,4
expect,116
sling,4
sauce,19
terrible,114
anabelle,156
jarman,79
lashed,6
hey,32
43,1
lever,8
remind,21
careful,79
dryly,6
neva,21
smashed,20
washed,38
gog,53
skirted,3
dimly,10
rival,3
whisked,7
official,37
areas,18
park,52
cape,7
breathe,21
computers,9
clutches,3
charged,12
learn,119
bell,45
punching,5
keeper,14
marmoreal,1
anguish,6
blocking,6
biscuits,30
greets,2
cross-legged,4
creepy,3
hideous,8
glad,116
topsy,1
impressed,18
hotness,3
slipping,25
quarrel,4
mesmerized,2
intrigued,7
hasty,3
fly,68
ancient,39
bulging,14
shook,234
fierce-looking,2
all-round,1
worth,47
pencilling,1
escape,88
rackety,1
funny,86
blacksmith,6
15,22
quaking,3
six,149
sightseeing,6
meredith,30
dealer,2
bigger,65
pitch,14
hard-boiled,7
rushed,40
draw,102
blend,1
rare,21
mouse,47
crowned,1
eaten,53
helped,85
triumph,24
starts,25
tucked,24
delighted,42
sausages,14
irons,4
sped,17
a.r.p,3
noticed,142
intelligence,8
picnics,6
concentrated,14
rising,41
blackberrying,4
gust,6
finest,9
embarrassed,30
ablaze,3
idle,9
suggested,58
admiration,18
sighed,96
wife,154
pheasant,19
throwing,47
woke,55
grasped,10
maths,14
wrinkled,17
metre,17
narrow,58
wearily,19
added,158
heads,90
speedometer,6
desert,15
hastily,26
'is,3
thumbs,10
fastened,7
hatter,15
reins,16
ann,52
dramatics,2
paper,215
scales,9
calling,49
working,106
person,182
wherever,21
blanch-making,1
downward,3
jersey,24
fry-up,1
half-walk,1
flick,24
straws,2
tuesday,19
alongside,20
reported,9
helpful,19
corridors,61
2⅜,1
herring,2
bite,20
bin,25
lying,147
worms,9
rowan-webb,2
twinkleberries,1
half-clenched,1
faster,57
pigtails,10
hold,176
crooked,20
clan,63
seem,153
amusement,16
habits,14
flummoxed,1
adjust,5
jekub,1
boo,5
half-open,4
licked,15
lift,77
bet,39
lessons,33
imagination,31
king-fisher,14
bolt,15
timeless,4
jolly,25
five,159
quota,1
quivered,6
dracula,4
making,267
moses,4
wished,70
heading,21
air,233
trouser,15
trance,5
drawin',3
atheist,2
weed,15
pleased,122
shoes,121
bugs,4
self,23
beginning,97
wonder,90
ride,118
plant-proof,1
emerald,3
shivered,18
eh,94
feeding-ground,8
myths,4
slid,71
suspects,2
surprised,138
motorbike,11
apologised,5
disgrace,11
equally,10
fact,165
distracted,9
precipitate,2
stuck,108
excited,51
odd,78
basket,70
warehouses,6
birthday,44
mistress,20
discovered,63
crime,16
rein,6
setting,32
consideration,6
game,119
pleasure,42
lot,310
scared,101
saying,220
rage,42
bring,125
similar,31
van,54
ancestors,4
steadfastly,2
oxfam,8
exclaimed,71
pools,18
medicine,18
appear,31
roadside,4
sylvester,42
croaked,17
destroyed,9
fade,5
hungry,58
hate,66
record,26
sunshine,26
swearing,3
mallard,5
frau,199
hats,16
pulpit,8
cup,72
scratchy,6
butt,8
wake,38
killer,8
behaviour,23
war,106
fixed,58
deal,42
re-opening,2
appalling,9
bible,65
purpose,25
double,43
shells,10
spines,2
faceless,7
scooter,4
moonlight,15
matters,31
pressed,51
weapons,13
madam,16
tall,149
bones,83
doom,7
started,308
month,54
fed,39
igloo,1
well-armed,1
effect,23
total,32
teachers,94
computer,31
florence,12
altogether,42
leap,36
melt,16
passengers,8
hint,18
shirt,51
deer,21
damp,54
dragoons,9
gives,24
grassy,12
authority,11
c,60
'er,5
cells,5
plush,5
exodus,4
asleep,96
gift,20
sights,10
soak,4
reginald,1
jungle,5
peak,5
wore,57
forgotten,97
rejected,5
intervals,7
improvise,1
catherine,1
overhead,25
dress,64
suppose,150
parent,6
18th,1
gence,1
jinny,216
replaced,11
clearing,33
albert,146
minded,8
quadrilaterals,2
an',34
sandwiches,30
type,28
motorway,7
doorways,1
bishop,53
keeping,90
gap,36
tore,23
interest,41
elizabeth,124
ditch,16
bureaucratic,2
full-stop,1
peaceful,19
marsh,35
cuboid,11
surrounding,18
absorbing,1
owner,38
putting,83
mossy,4
trainspotter,17
ships,51
swallows,9
biting,13
bidders,3
wobbly,8
gibbered,2
cheered,14
farmers,9
simple,55
ridiculous,23
toppled,7
servant,26
rations,1
beauties,3
flicked,14
seriously,18
hank,30
puddle,23
bunte,8
shoulder,122
marzipan,12
wearing,84
shadows,29
problem,72
says,230
lives,70
stroking,9
80,4
hospital,76
misty,8
administration,2
shed,78
national,23
straightening,3
angles,86
rejection,2
token,11
floured,3
seats,25
tinsel,2
ebenezer,6
dislocated,1
gasping,13
risky,13
footprints,4
score,14
eyelids,12
100cm,1
shout,44
desk,104
buttered,6
sticks,32
ever-tightening,1
crawled,39
self-consciously,1
owl,131
urged,12
succeeded,15
testing,15
shortages,4
floppy,4
foster-mother,2
shuffled,16
syndicate,4
ought,86
picture,135
bel,18
blonde,13
master,96
d,38
clasp,3
pneumonia,9
gits,7
menu,4
media,1
fractions,39
clock,32
truly,20
graze,5
6cm,3
fruit,51
hem,8
lightning,11
within,59
form-mistresses,1
evil,39
landscaped,2
forced,49
passing,31
answered,101
goin,1
emily,224
safe,113
takes,50
lou,103
i'll-pretend-i-didn't-hear-that,1
heap,26
begun,43
headlights,12
o,16
chatter,5
consequently,4
scrawled,4
shirley,38
dipped,12
herman,14
noticeboard,1
normal,37
splat,2
guilty,24
knee-deep,2
corduroy,4
cows,30
including,28
duty,39
larry,66
rebecca,22
evidence,26
eggs,125
baked,13
lifted,107
julenisse,2
action,36
whisk,3
trickle,7
become,94
pathway,9
lower,39
rossiter,16
age,75
pick,88
curtains,49
buried,36
knife,80
arrive,22
thinner,6
pennies,6
nursing,6
toilet,29
peeps,1
wheeled,22
cream,41
roger,58
collection,23
lull,5
misery,11
teach,60
prompted,5
alfred,55
zealand,2
pilot,30
chan,57
stiff,36
delight,26
vest,8
beard,23
fold,21
wire,68
ruth,4
lesson,55
rally,5
looks,117
messy,8
market,26
backside,14
condensed,3
onto,68
tricked,4
murder,12
heavily,35
link,6
magic,35
busied,2
route,26
gently,101
tramp,37
bumped,15
journey,51
adverts,3
climber,1
whatsername,1
tempers,2
furnished,7
generous,11
destination,10
monster,41
chapter,33
dull,18
mended,6
scream,32
easy,119
"3,5,7",1
replete,1
insist,6
cope,13
skill,3
mutual,7
suction-boots,4
fearsome,13
ostkreuz,11
conducted,2
existence,8
tara,8
plans,27
roll,47
william,56
nip,7
loudly,49
communicating,4
superglue,6
date,24
e,35
6,106
daffodil,4
long-term,2
mat,11
sorts,35
larger,46
comparing,3
adult,13
billy,132
fragrant,2
disappointed,23
stranger,24
spotted,20
noticeable,1
bossy,3
descended,5
hut,62
shelter,30
akt,5
unnervingly,1
hoomey,256
tommy,11
invitations,2
grinding,10
shortcomings,4
quadrilateral.,1
ten,167
convict,3
controlled,10
dance,33
science,17
feeding,25
full,220
jenny,61
constant,9
giggling,8
mandy,19
cocoa,10
interesting,60
history,41
arranged,40
tides,1
patently,1
hot,156
curling,7
dressing-tent,2
shoddy,1
skipped,11
embrace,4
ate,60
passion,12
glowered,8
dared,33
nor,86
viii,1
material,24
supply,10
natalie,16
grunt,8
warden,10
cot,12
display,24
axes,4
sob,8
shrill,15
blazer,2
chestnut,13
floating,14
piercing,8
snivelling,2
packed,32
attacking,8
shriek,8
situation,33
prefered,1
older,64
drew,73
s-bahn,13
okay,25
jamie,17
astonished,14
edges,38
km,4
imagined,31
butcher,13
pre-fab,1
european,8
wiggled,1
rates,3
intense,18
capturing,3
poor,186
mining,2
sensed,18
chorus,14
units,20
peace,38
steep,23
hearts,18
guessed,46
programme,11
six-year-old,1
't,11
c.,4
smart,35
clansmen,10
sink,37
squirming,4
hides,2
welt,7
possessed,12
windmills,2
turns,41
36cm,2
jessica,15
former,3
sexual,1
defiantly,9
cutlery,7
accompanied,12
happily,50
feverish,7
notebook,17
thousand,54
deborah,28
provide,18
died,113
sacks,19
luckily,25
usually,99
drunk,31
wonders,4
mihal,15
stealing,21
ski,3
calendar,11
vicar,21
hugged,11
"5,000",2
spend,53
nasty,42
fitted,21
churchyard,11
childhood,11
decimals,15
sixteen,19
lobsters,1
aristocrat,1
team,80
sermon,3
braggart-blodge,1
oozing,7
nome,59
dotted,10
fret,8
led,108
grandson,60
stepping,7
lawford,1
approached,27
ceremonial,2
credit,8
telephone,28
terror,25
undone,8
swipe,3
charming,18
reassuring,4
hopes,9
undefeated,1
victim,19
unknotted,1
croquet-ground,2
difficulty,40
garage,19
anoraks,6
magazine,17
tower,36
expecting,35
twice,78
hurtled,7
deterred,1
afterwards,35
dream,49
swifts,2
doors,85
express,13
pan,24
cord,9
reckon,39
drummed,3
apprehensive,8
real-looking,1
dried,22
barked,36
logarithms,3
12,71
sinner,1
whirling,5
cats,26
belched,2
deliberately,23
dandruff,1
anyways,9
funerary,1
coincidence,8
problems,45
taxes,2
smelt,12
harvest,13
command,10
crack,31
blushed,26
slits,3
thrown,42
fists,27
raspberry,4
shares,6
],16
secret,86
hopscotch,2
government,17
blow,46
harker,113
theatre,21
tacksmen,2
countries,40
biggest,22
curtly,7
advise,6
gotobeds,5
tray,58
cheerful,33
rebelliously,2
james,44
magicians,2
pace,18
limbs,12
uh,24
uneasy,17
snorted,23
asserts,1
seeds,22
correctly,14
especially,79
freda,7
tells,33
skills,13
todger,25
laces,4
teaching,23
louder,31
rate,24
beefburgers,1
faded,31
addressed,16
castor-oil,1
goodness,42
fordham,9
outer,9
workshop,22
vanished,32
mr.,38
squeaky,2
suit,44
college,12
sticking,26
incident,9
transferred,5
iss,10
alphabet,11
candles,21
cartridges,7
=,59
drives,6
washing-day,2
coward,16
homeward,4
greasy,17
languishing,1
ripped,9
footsteps,27
engagements,1
third,64
briskly,18
office,67
discovering,7
campbells,18
bury,7
warships,6
ruthless,5
cause,26
height,35
pie,26
heed,10
twenty-nine,4
ack,3
bilious,2
trading,3
northend,2
duchess,14
morons,1
interrupted,36
lump,35
practical,21
lush,2
hook,26
unlocked,19
tyranny,4
skidded,6
+,22
opposite,81
chat,15
weights,11
30,12
bush,31
card,54
elected,6
thankfully,5
opinions,8
concreted,1
appears,8
railway,53
eaves,2
exposed,8
ice-creams,1
dining-room,24
ginnie,41
puzzled,49
experience,27
thrust,31
raining,14
particular,28
lighted,20
succeeding,2
note-book,9
farquhar,46
named,22
conflict,4
lustily,1
ago,145
grated,6
perfectly,28
kindly,41
cushions,7
destroy,21
pavement,25
chased,20
scarcely,26
spelled,5
camping,3
orange,41
freed,4
daft,44
witticisms,1
observing,2
half-buried,2
towers,10
speculating,1
pupil,24
lawns,9
anybody,49
onlys,1
juice,18
pit,29
cup-shaped,1
slip,32
echoed,17
customers,9
crotchety,1
straight,195
responsible,21
changed,104
whether,117
mairi,23
rapture,2
forgive,29
ribbons,10
lawn,23
victimized,1
dung,3
hips,9
mysterious,31
cell-like,2
defence,5
consternation,2
nuts,18
tradesmen,1
striping,1
splinters,3
key,37
abbot,33
dears,5
pmd,1
sand,36
skirt,34
blacks,10
progress,15
region,4
prospectus,8
representatives,1
fences,12
cheese,51
pole,20
sparks,12
surface,73
shorter,16
creatures,55
wanting,52
niece,5
driving,55
wall,208
voluntary,2
kicking,30
roisin,6
bodo,120
interview,9
wiped,37
tom',1
gaffer,6
loss,25
gasped,53
tap,22
union,22
patrick,13
basins,1
daybog,6
frantically,22
overturned,2
landed,51
saint,15
drive,83
troy,2
emergency,13
somebody,79
ranald,57
noticing,16
comforts,2
nervy,2
hide,95
flows,4
lighter,8
guards,39
devoured,3
cruel,22
chaotically,1
grubs,5
fatso,1
brandon,1
cobweb,4
twelve,38
seydlitz,1
piano,10
giggled,14
dozens,12
february,22
somersault,3
stubborn,7
gentle,36
length,84
tattered,6
havoc,5
pond,31
squash,5
plucky,1
pencils,13
wicker,4
view,70
cracked,22
england,40
bridget,5
checklist,1
flurry,4
drawn,62
object,22
confidence,31
wordgames,1
cases,10
jarring,2
circle,45
st,53
notwithstanding,1
growling,4
playing,102
diana,22
shower,19
cantering,1
tools,18
depends,16
silver-topped,1
listened,61
twins,37
congealing,2
unpleasant,20
honour,35
building,97
smoking,16
places,90
disc,6
gateway,7
slaved,2
peggy,47
farms,5
traffic,9
spun,17
cluster,4
snatched,23
compact,6
brief-case,8
fill,55
terrace,5
chocolate,50
weak,27
fiddled,3
clothing,15
chatting,8
powder,19
blackouts,4
successful,26
fires,27
injection,8
frightening,12
indeed,80
x,65
tough,25
operating,3
mayor,53
fever,26
pity,36
malfunctioning,1
belongs,19
brim,8
finding,60
19,12
elevenses,3
daresay,13
eleven,27
kidnap,8
fireplace,13
sloping,10
neighbours,25
urge,6
flinched,5
hurried,66
walter,67
sees,25
sakata,39
terribly,27
queried,2
lined,28
carry,79
precipice,1
tiring,7
writ,4
thrilling,7
aim,13
dough,9
hunched,19
iciness,2
aluminium,5
city,51
hymns,2
spiritual,12
harbour,1
subversive,4
pope,3
drowned,20
introduced,13
directions,23
approval,11
motto,9
meat,41
km/h,4
kg,6
dank,3
rosy,9
angle,74
eight,62
followed,139
forms,9
'ome,2
disguised,5
spellbound,5
depressed,18
pyramid,3
svats,8
calloo,3
strangers,21
pang,4
amateur,5
limp,15
mondee,2
candidly,2
corn,29
cottle,26
planet,44
threshold,3
25g,4
mast,4
laughing,94
biff,84
grimy,7
roared,28
cutting,43
nope,3
hid,37
death,89
quelled,3
dozen,21
o'course,1
druid,28
gazed,58
sore,27
nestled,4
gaze,47
eachuinn,71
fault,67
fifty,41
proverbial,1
page,70
utter,13
anxiously,30
vertical,14
yards,30
hop,10
erm,1
cap'n,29
swallowed,39
th,21
raid,21
rich-yolked,1
yaga,21
molucca,1
gazette,6
pipes,12
worse,117
cotton,51
fleecer,1
smiths,11
flies,25
jaw,17
chase,16
screamed,50
bedded,1
bags,29
ham-like,2
confirmed,7
offered,44
vaulting,1
scalped,1
ominously,5
flower,54
droop,6
batch,4
rokeya,32
marko,13
iona,6
scare,15
bridge,57
holiday,40
veined,2
island,45
cawdor,3
maclean,53
sweeping,20
sung,4
tights,7
handy,15
casks,1
disturb,11
temperature,11
wavered,6
mess,34
dense,8
match,37
brightly,21
hollins,41
however,117
thickly,8
stuff,68
lids,5
valley,21
prey,7
pain,70
girl-friend,2
bruce,8
outcome,5
tomato,12
woodpile,1
champion,19
sang,28
shelf,54
romans,16
load,20
plastic,17
spent,79
headed,30
meeting,93
crew,15
hated,53
sketch-pad,3
nailed,2
g.d.r.,2
counting,18
light-heartedly,1
mouth,254
norfolk,4
crumbled,3
stair,16
consider,11
trenches,5
distances,4
stain,12
heavens,11
crowded,27
cry,90
clowning,2
soul,39
forelegs,1
buzzing,8
duckie,2
forged,4
ambassador,6
multiplied,7
cleared,42
mmmm-mm,1
lemon-whiteness,1
dangled,4
grotesquely,1
q's,2
snoring,11
shaftesbury,1
decide,20
blew,45
goggles,6
wage,7
halfasleep,1
rong,1
hearing,50
comers,3
den,12
nobody,174
lines,90
lichtenberg,2
fisherman,19
comparison,5
reason,96
cavern,5
groped,3
settling,10
drop,61
pretend,26
paralysed,9
lodged,3
sour,22
telly,13
convinced,19
quacking,6
alan,17
red-hot,6
grey-haired,1
chief,39
class,144
pill-boxes,6
english,44
daughter,82
th'should,6
thrusting,9
lancashire,1
flour,24
soaked,12
ratvick,4
spectacles,16
awkward,26
public,22
knowing,81
item,9
lettering,11
convicts,1
make-up,8
jellyfish,1
absorbed,21
dived,20
orphans,4
rescues,1
wheels,33
troublesome,2
that-they,1
remaining,16
rescue,31
barry,45
trapped,28
drifted,25
gipsies,14
britons,7
oakley,28
painful,19
draws,1
butch,4
stairs,86
particularly,20
cropped,6
lumps,10
teasing,16
drip,3
red-and-white,1
direct,11
greatest,19
virtue,7
magnificent,13
thoughts,59
stamps,15
spaces,15
unsuspected,1
villa,15
thrash,2
sea-birds,5
coral,4
rings,28
dug,22
witless,2
whites,7
hollow,21
bean,95
mingle,1
breathed,36
examples,19
hoped,54
stamped,26
difference,65
gutting,2
disused,4
noted,7
expected,64
blemish-free,1
slammed,15
sizzling,1
queasily,1
ease,32
entered,46
izzy,3
script,8
76,1
showing,59
grandest,3
privet,14
guiltily,4
ration,4
shoulder-blade,1
criticising,1
labels,7
trio,5
push,41
law,47
flogging,4
fresh,68
droned,1
birch,4
shouts,12
among,79
bitten,6
voluminous,4
approaches,2
movements,11
freedom,24
explosion,4
intelli-,1
jews,6
laugh,112
bucket,45
boot,23
practically,14
dominica,3
stress,4
clanking,2
pull,84
macleans,25
grandad,22
screaming,39
manual,3
guests,19
male,10
swinging,23
listen,131
antennae,3
blackboards,2
die,96
pollen,3
mamma,10
stepdad,14
shrubs,5
bowl,51
toys,14
mop,11
contentedly,2
flooded,14
happens,54
brilliant,39
severely,6
hopefully,16
seared,2
scratching,16
factory,49
president,11
wryly,4
cards,35
coats,15
fridge,15
pion,37
avenue,14
rubbing,25
privately,8
intently,24
du,29
heel,10
tidings,2
goin',31
la-de-da,3
given,170
dinner,74
pastime,2
gip.,1
characteristic,4
sinking,14
ken,61
mentioned,22
wailed,14
ashdale,3
riled,1
popcorn,5
£10,1
fairy,22
surrender,2
peaceable,1
onions,11
comes,100
anguished,4
unmistakable,3
causing,11
curl,3
lenses,6
instruction,11
colonel,11
grimly,25
shocked,37
swaying,9
airing,2
reaching,25
polythene,6
unjust,1
follow,62
cut-throat,10
folded,36
deeply,33
deepened,3
cuffing,2
sheets,22
roy,2
blefuscu,23
scooped,9
loner,2
explaining,17
rotten,28
kicked,39
teased,8
shrink,4
circling,9
flume,1
hostage,4
gangly,1
softened,8
arriving,13
fighting,49
dying,42
hens,37
recognise,11
curiosity,16
glumdalclitch,18
yanek,16
factor,7
policemen,7
rumours,7
mud,53
stepping-stones,7
wintry,2
hardbroom,72
occasions,14
tv-dinner-trays,1
laboratory,8
deserved,7
oldest,19
unpicked,2
pairs,25
beamed,28
damaging,1
knocking,34
smooth,36
instructions,25
archway,5
'plane,2
prison,37
riding,81
solid,32
don,44
barely,25
swallow,24
rocked,12
realise,19
net,18
etc.,4
escaped,34
occupant,4
patterns,16
queue,16
acquainted,3
bard,4
carnation,8
hurry,80
upper,8
mistaken,10
smoother,2
warned,37
blaze,9
stinging,7
youth,24
mantelpiece,15
headmistress,52
incentive,1
focused,7
performance,10
backing,6
herod,18
shipyard,6
planting,7
houys,10
swarmed,3
sensitive,13
leader,35
beckoned,13
smudged,6
rang,38
dealt,6
encounter,11
tsp,9
sleeve,33
extra,76
steer,8
map,60
woomph-woomph,4
baths,19
duly,6
covetous,1
spring,67
window-sill,9
calcutta,1
stolen,31
pinkish,2
gas-mask,6
splintered,4
lilliput,34
blind,31
herd,9
store,81
pose,4
inspired,5
miraculously,3
mistaking,7
violently,15
innocently,8
plumpton,23
slipped,76
trembling,36
gracious,11
examining,4
h.c.f.,10
affected,12
stitches,25
watching,171
shock,60
meal,57
slumbering,1
busybodies,1
candle,39
parsley,7
panting,25
skin-scorcher,1
sheep,51
7cm,6
balls,22
luck,65
tiled,11
motionless,12
amusing,7
pale,106
kiah,73
observed,15
complacent,1
ferd,22
placed,78
grim,16
towels,8
prayers,16
unperturbed,4
pillows,10
ifs,1
seasons,5
boots,58
ice-cream,7
schoolfriend,2
performed,11
naafi,1
weakening,3
hayfield,10
comedian,3
christine,55
announcing,6
equations,16
protruded,3
mathematics,19
drops,27
management,12
seb,65
footwear,3
plucked,7
vile,7
acting,21
classroom,26
preparing,9
beggar,14
lifetime,7
nudged,13
summer,75
ring,89
alas,4
soundlessly,1
horror,57
wavelength,1
fur-lined,1
shifts,5
peer,6
damage,33
buds,3
amazement,20
tantalizing,3
cardboard,16
pins,6
stronger,16
dates,7
music,84
literary,2
adrift,1
season,12
watch,186
sarah,35
dreams,29
grudgingly,7
musty,7
fluttery,2
exist,15
organ,8
alive,64
shuddering,5
dish,45
dignity,7
anti-clockwise,8
awful,72
robin,9
bolted,9
frame,22
volunteer,7
rooting,2
spy,10
jest,18
flatfooted,1
unfortunate,12
blending,2
readjust,1
remnant,1
afore,17
get-on-with-it,1
fired,12
glee,6
literature,4
burying,3
caesar,4
winner,21
sail,27
tank,16
accept,28
property,22
records,11
firework,2
carrots,11
uncontrollable,4
ungreased,1
calm,45
package,4
decoy,3
flipping,8
picnic,25
roman,23
gloomy,14
lofthouse,7
lomax,43
colouring,7
promenade,10
anti-climax,2
pyjamas,16
ticklish,1
brimming,2
windowsill,3
billow,1
pouring,21
nightmares,5
attention,74
candied,1
armour,8
010011001010010010,1
gilbert,29
shinier,1
handle,53
sweets,33
vegetation,3
forgetting,17
clue,14
launch,17
fixing,14
ratty,4
belonged,27
israeli,5
crayons,5
adaptation,1
bowed,11
grid,5
fifths,1
roses,21
signing,2
genuinely,8
kiss,24
figures,51
balance,30
keys,39
mutterings,2
disclosure,1
deprived,3
pot,21
farmhands,3
remarked,28
unhappy,18
stocked,2
smallest,13
undergone,2
broken,98
bare,52
bottles,29
trust,49
rhododendron,1
milking,24
bulbs,9
guest,13
heck,9
lighten,2
